"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 14:27:51 GMT 2021","Wed Aug 11 14:28:01 GMT 2021","10340","selenium_python_tests","tc_11_log out_test","","","","test_tc_11_log_out",""
"passed","Wed Aug 11 14:28:12 GMT 2021","Wed Aug 11 14:28:19 GMT 2021","7056","selenium_python_tests","tc_2_sign_in_test","","","","test_tc_2_sign_in",""
"passed","Wed Aug 11 14:28:01 GMT 2021","Wed Aug 11 14:28:12 GMT 2021","11143","selenium_python_tests","tc_1_registration_test","","","","test_tc_1_registration",""
"passed","Wed Aug 11 14:29:33 GMT 2021","Wed Aug 11 14:30:12 GMT 2021","39354","selenium_python_tests","tc_9_deletion_test","","","","test_tc_9_deletion",""
"passed","Wed Aug 11 14:29:19 GMT 2021","Wed Aug 11 14:29:33 GMT 2021","13295","selenium_python_tests","tc_8_modification_test","","","","test_tc_8_modification",""
"passed","Wed Aug 11 14:28:39 GMT 2021","Wed Aug 11 14:28:47 GMT 2021","8049","selenium_python_tests","tc_5_pages_test","","","","test_tc_5_pages",""
"passed","Wed Aug 11 14:28:26 GMT 2021","Wed Aug 11 14:28:39 GMT 2021","13154","selenium_python_tests","tc_4_list_test","","","","test_tc_4_list",""
"passed","Wed Aug 11 14:28:19 GMT 2021","Wed Aug 11 14:28:26 GMT 2021","7026","selenium_python_tests","tc_3_cookie_test","","","","test_tc_3_cookies",""
"passed","Wed Aug 11 14:28:59 GMT 2021","Wed Aug 11 14:29:19 GMT 2021","20458","selenium_python_tests","tc_7_data_import_test","","","","test_tc_7_data_import",""
"passed","Wed Aug 11 14:28:47 GMT 2021","Wed Aug 11 14:28:59 GMT 2021","11458","selenium_python_tests","tc_6_new_article_test","","","","test_tc_6_new_article",""
"passed","Wed Aug 11 14:26:52 GMT 2021","Wed Aug 11 14:27:51 GMT 2021","58367","selenium_python_tests","tc_10_data_export_test","","","","test_tc_10_data_export",""
