"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 02 11:17:21 GMT 2021","Mon Aug 02 11:17:29 GMT 2021","7918","selenium_python_tests","tc_5_pages_test","","","","test_tc_5_pages",""
"passed","Mon Aug 02 11:18:14 GMT 2021","Mon Aug 02 11:18:53 GMT 2021","39122","selenium_python_tests","tc_9_deletion_test","","","","test_tc_9_deletion",""
"passed","Mon Aug 02 11:15:31 GMT 2021","Mon Aug 02 11:16:35 GMT 2021","63726","selenium_python_tests","tc_10_data_export_test","","","","test_tc_10_data_export",""
"passed","Mon Aug 02 11:16:56 GMT 2021","Mon Aug 02 11:17:02 GMT 2021","6820","selenium_python_tests","tc_2_sign_in_test","","","","test_tc_2_sign_in",""
"passed","Mon Aug 02 11:17:02 GMT 2021","Mon Aug 02 11:17:08 GMT 2021","5965","selenium_python_tests","tc_3_cookie_test","","","","test_tc_3_cookies",""
"passed","Mon Aug 02 11:17:08 GMT 2021","Mon Aug 02 11:17:21 GMT 2021","13088","selenium_python_tests","tc_4_list_test","","","","test_tc_4_list",""
"passed","Mon Aug 02 11:17:29 GMT 2021","Mon Aug 02 11:17:41 GMT 2021","11309","selenium_python_tests","tc_6_new_article_test","","","","test_tc_6_new_article",""
"passed","Mon Aug 02 11:16:35 GMT 2021","Mon Aug 02 11:16:45 GMT 2021","10134","selenium_python_tests","tc_11_log out_test","","","","test_tc_11_log_out",""
"passed","Mon Aug 02 11:16:45 GMT 2021","Mon Aug 02 11:16:56 GMT 2021","10945","selenium_python_tests","tc_1_registration_test","","","","test_tc_1_registration",""
"passed","Mon Aug 02 11:17:41 GMT 2021","Mon Aug 02 11:18:01 GMT 2021","20118","selenium_python_tests","tc_7_data_import_test","","","","test_tc_7_data_import",""
"passed","Mon Aug 02 11:18:01 GMT 2021","Mon Aug 02 11:18:14 GMT 2021","13155","selenium_python_tests","tc_8_modification_test","","","","test_tc_8_modification",""
