"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 25 12:14:45 GMT 2021","Sun Jul 25 12:14:51 GMT 2021","5552","selenium_python_tests","tc_3_gdpr_test","","","","test_tc_3_gdpr",""
"passed","Sun Jul 25 12:13:24 GMT 2021","Sun Jul 25 12:14:20 GMT 2021","55679","selenium_python_tests","tc_10_data_export_test","","","","test_tc_10_data_export",""
"passed","Sun Jul 25 12:15:25 GMT 2021","Sun Jul 25 12:15:38 GMT 2021","12966","selenium_python_tests","tc_8_modification_test","","","","test_tc_8_modification",""
"passed","Sun Jul 25 12:15:38 GMT 2021","Sun Jul 25 12:15:58 GMT 2021","20166","selenium_python_tests","tc_9_deletion_test","","","","test_tc_9_deletion",""
"passed","Sun Jul 25 12:15:08 GMT 2021","Sun Jul 25 12:15:19 GMT 2021","11119","selenium_python_tests","tc_6_new_article_test","","","","test_tc_6_new_article",""
"passed","Sun Jul 25 12:14:40 GMT 2021","Sun Jul 25 12:14:45 GMT 2021","5780","selenium_python_tests","tc_2_sign_in_test","","","","test_tc_2_sign_in",""
"passed","Sun Jul 25 12:14:51 GMT 2021","Sun Jul 25 12:15:00 GMT 2021","8868","selenium_python_tests","tc_4_list_test","","","","test_tc_4_list",""
"passed","Sun Jul 25 12:15:19 GMT 2021","Sun Jul 25 12:15:25 GMT 2021","5957","selenium_python_tests","tc_7_data_import_test","","","","test_tc_7_data_import",""
"passed","Sun Jul 25 12:15:00 GMT 2021","Sun Jul 25 12:15:08 GMT 2021","7849","selenium_python_tests","tc_5_pages_test","","","","test_tc_5_pages",""
"passed","Sun Jul 25 12:14:28 GMT 2021","Sun Jul 25 12:14:40 GMT 2021","11845","selenium_python_tests","tc_1_registration_test","","","","test_tc_1_registration",""
"passed","Sun Jul 25 12:14:20 GMT 2021","Sun Jul 25 12:14:28 GMT 2021","7910","selenium_python_tests","tc_11_log out_test","","","","test_tc_11_log_out",""
