"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 25 12:46:13 GMT 2021","Sun Jul 25 12:46:13 GMT 2021","478","selenium_python_tests","tc_8_modification_test","","","","test_tc_8_modification",""
"passed","Sun Jul 25 12:45:06 GMT 2021","Sun Jul 25 12:45:14 GMT 2021","7944","selenium_python_tests","tc_11_log out_test","","","","test_tc_11_log_out",""
"passed","Sun Jul 25 12:45:48 GMT 2021","Sun Jul 25 12:45:55 GMT 2021","7831","selenium_python_tests","tc_5_pages_test","","","","test_tc_5_pages",""
"passed","Sun Jul 25 12:44:03 GMT 2021","Sun Jul 25 12:45:06 GMT 2021","62346","selenium_python_tests","tc_10_data_export_test","","","","test_tc_10_data_export",""
"passed","Sun Jul 25 12:46:13 GMT 2021","Sun Jul 25 12:46:34 GMT 2021","21184","selenium_python_tests","tc_9_deletion_test","","","","test_tc_9_deletion",""
"passed","Sun Jul 25 12:45:55 GMT 2021","Sun Jul 25 12:46:06 GMT 2021","10138","selenium_python_tests","tc_6_new_article_test","","","","test_tc_6_new_article",""
"passed","Sun Jul 25 12:45:14 GMT 2021","Sun Jul 25 12:45:25 GMT 2021","11868","selenium_python_tests","tc_1_registration_test","","","","test_tc_1_registration",""
"passed","Sun Jul 25 12:45:32 GMT 2021","Sun Jul 25 12:45:38 GMT 2021","5581","selenium_python_tests","tc_3_gdpr_test","","","","test_tc_3_gdpr",""
"passed","Sun Jul 25 12:46:06 GMT 2021","Sun Jul 25 12:46:13 GMT 2021","6929","selenium_python_tests","tc_7_data_import_test","","","","test_tc_7_data_import",""
"passed","Sun Jul 25 12:45:25 GMT 2021","Sun Jul 25 12:45:32 GMT 2021","6772","selenium_python_tests","tc_2_sign_in_test","","","","test_tc_2_sign_in",""
"passed","Sun Jul 25 12:45:38 GMT 2021","Sun Jul 25 12:45:48 GMT 2021","9843","selenium_python_tests","tc_4_list_test","","","","test_tc_4_list",""
